datetime,t,rh,p,t_det,rh_det,p_det,t_tap,rh_tap,p_tap
2023-07-08 13:30:32,38.41,20.784,1005.65,0.13398110206961178,0.8895470358832327,-0.011119213214783485,0.012647535555232082,0.08397137798238961,-0.001049630450174338
2023-07-08 13:30:33,38.46,20.966,1005.728,0.18420125135239118,1.0715133568609723,0.06694800968193704,0.017921565239781893,0.1042511730473775,0.006513599198590945
2023-07-08 13:30:34,38.46,21.0,1005.654,0.18442140063516632,1.1054796778387086,-0.006984767421158722,0.018476822649421448,0.11075586607420278,-0.0006997903087370732
2023-07-08 13:30:35,38.51,20.98,1005.703,0.23464154991794572,1.0854459988164464,0.042082455475679126,0.024187292034132883,0.11188981393037799,0.004337938615132707
2023-07-08 13:30:36,38.55,20.854,1005.653,0.27486169920072,0.9594123197941826,-0.007850321627415724,0.02912842065371479,0.1016735533273167,-0.0008319364658490806
2023-07-08 13:30:37,38.56,20.812,1005.671,0.28508184848350737,0.917378640771922,0.010216901269473055,0.031035969921420724,0.0998721456767822,0.001112282111878601
2023-07-08 13:30:38,38.58,20.802,1005.659,0.30530199776627853,0.9073449617496578,-0.0017158758337245672,0.03411994153832399,0.10140306082664816,-0.0001917628563260312
2023-07-08 13:30:39,38.63,20.836,1005.689,0.35552214704905793,0.9413112827273942,0.028351347062994137,0.04075996896108778,0.10791963028226198,0.0032504304890271962
2023-07-08 13:30:40,38.66,20.709,1005.686,0.3857422963318342,0.8142776037051327,0.025418569959924753,0.04533914560025379,0.09570807034770579,0.002987632560189528
2023-07-08 13:30:41,38.67,20.838,1005.675,0.39596244561461447,0.9432439246828714,0.014485792856703483,0.047684021090492336,0.11359072986894578,0.0017444605157425509
2023-07-08 13:30:42,38.69,20.754,1005.682,0.4161825948973856,0.8592102456606092,0.021553015753625004,0.05132064685444786,0.1059516330858182,0.0026577630196497402
2023-07-08 13:30:43,38.69,20.733,1005.729,0.41640274418016787,0.8381765666383458,0.06862023865051015,0.05254959706086782,0.10577701866356835,0.008659803379549002
2023-07-08 13:30:44,38.65,20.827,1005.586,0.37662289346294386,0.9321428876160844,-0.07431253845265928,0.048616010886241,0.12032478523861814,-0.00959256391766357
2023-07-08 13:30:45,38.5,21.363,1005.576,0.22684304274572042,1.4681092085938197,-0.0842453155559042,0.029936034404826062,0.1937435120184469,-0.011117690163211125
2023-07-08 13:30:46,38.35,21.504,1005.565,0.07706319202850409,1.6090755295715589,-0.09517809265901178,0.010392043134906331,0.2169853320434082,-0.012834854336746344
2023-07-08 13:30:47,38.26,22.096,1005.529,-0.01271665868872418,2.201041850549295,-0.1311108697622103,-0.0017514993259562432,0.303155365886866,-0.018058249862259002
